stock_symbol,stock_name,stock_type,stock_country
FTHM,Fathom Holdings Inc. - Common Stock,NASDAK,US
FTLF,"FitLife Brands, Inc. - Common Stock",NASDAK,US
FTNT,"Fortinet, Inc. - Common Stock",NASDAK,US
FTQI,First Trust Nasdaq BuyWrite Income ETF,NASDAK,US
FTRE,Fortrea Holdings Inc. - Common Stock,NASDAK,US
FTRI,First Trust Indxx Global Natural Resources Income ETF,NASDAK,US
FTRK,FAST TRACK GROUP - Ordinary shares,NASDAK,US
FTSL,First Trust Senior Loan Fund,NASDAK,US
FTSM,First Trust Enhanced Short Maturity ETF,NASDAK,US
FTXG,First Trust Nasdaq Food & Beverage ETF,NASDAK,US
FTXH,First Trust Nasdaq Pharmaceuticals ETF,NASDAK,US
FTXL,First Trust Nasdaq Semiconductor ETF,NASDAK,US
FTXN,First Trust Nasdaq Oil & Gas ETF,NASDAK,US
FTXO,First Trust Nasdaq Bank ETF,NASDAK,US
FTXR,First Trust Nasdaq Transportation ETF,NASDAK,US
FUFU,BitFuFu Inc. - Class A Ordinary Shares,NASDAK,US
FUFUW,BitFuFu Inc. - Warrant,NASDAK,US
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",NASDAK,US
FULT,Fulton Financial Corporation - Common Stock,NASDAK,US
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAK,US
FUNC,First United Corporation - Common Stock,NASDAK,US
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",NASDAK,US
FUSB,"First US Bancshares, Inc. - Common Stock",NASDAK,US
FUSE,Fusemachines Inc. - Common stock,NASDAK,US
FUSEW,Fusemachines Inc. - Warrants,NASDAK,US
FUTG,Leverage Shares 2x Long FUTU Daily ETF,NASDAK,US
FUTU,Futu Holdings Limited - American Depositary Shares,NASDAK,US
FV,First Trust Dorsey Wright Focus 5 ETF,NASDAK,US
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,NASDAK,US
FVCB,"FVCBankcorp, Inc. - Common Stock",NASDAK,US
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,NASDAK,US
FVNNR,Future Vision II Acquisition Corporation - Right,NASDAK,US
FVNNU,Future Vision II Acquisition Corporation - Units,NASDAK,US
FWDI,"Forward Industries, Inc. - Common Stock",NASDAK,US
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,NASDAK,US
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAK,US
FWRD,Forward Air Corporation - Common Stock,NASDAK,US
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",NASDAK,US
FXNC,First National Corporation - Common Stock,NASDAK,US
FYC,First Trust Small Cap Growth AlphaDEX Fund,NASDAK,US
FYT,First Trust Small Cap Value AlphaDEX Fund,NASDAK,US
FYX,First Trust Small Cap Core AlphaDEX Fund,NASDAK,US
GABC,"German American Bancorp, Inc. - Common Stock",NASDAK,US
GAIA,"Gaia, Inc. - Class A Common Stock",NASDAK,US
GAIN,Gladstone Investment Corporation - Business Development Company,NASDAK,US
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,NASDAK,US
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,NASDAK,US
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,NASDAK,US
GALT,Galectin Therapeutics Inc. - Common Stock,NASDAK,US
GAMB,Gambling.com Group Limited - Ordinary Shares,NASDAK,US
GAME,"GameSquare Holdings, Inc. - Common stock",NASDAK,US
GANX,"Gain Therapeutics, Inc. - Common Stock",NASDAK,US
GARY,Mango Growth ETF,NASDAK,US
GASS,"StealthGas, Inc. - common stock",NASDAK,US
GAUZ,Gauzy Ltd. - Ordinary Shares,NASDAK,US
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",NASDAK,US
GBFH,GBank Financial Holdings Inc. - Common Stock,NASDAK,US
GBIO,Generation Bio Co. - Common stock,NASDAK,US
GBLI,"Global Indemnity Group, LLC - Class A Common Shares",NASDAK,US
GBUG,Sprott Active Gold & Silver Miners ETF,NASDAK,US
GCBC,"Greene County Bancorp, Inc. - Common Stock",NASDAK,US
GCL,GCL Global Holdings Ltd - Ordinary Shares,NASDAK,US
GCLWW,GCL Global Holdings Ltd - Warrants,NASDAK,US
GCMG,GCM Grosvenor Inc. - Class A Common Stock,NASDAK,US
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,NASDAK,US
GCTK,"GlucoTrack, Inc. - Common Stock",NASDAK,US
GDC,GD Culture Group Limited - Common Stock,NASDAK,US
GDEN,"Golden Entertainment, Inc. - Common Stock",NASDAK,US
GDEV,GDEV Inc. - Ordinary Shares,NASDAK,US
GDEVW,GDEV Inc. - Warrant,NASDAK,US
GDFN,Tema International Defense Innovation ETF,NASDAK,US
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,NASDAK,US
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",NASDAK,US
GDS,GDS Holdings Limited - American Depositary Shares,NASDAK,US
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,NASDAK,US
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",NASDAK,US
GECC,Great Elm Capital Corp. - Closed End Fund,NASDAK,US
GECCG,Great Elm Capital Corp. - 7.75% Notes Due 2030,NASDAK,US
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,NASDAK,US
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,NASDAK,US
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,NASDAK,US
GEG,"Great Elm Group, Inc.  - Common Stock",NASDAK,US
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",NASDAK,US
GEHC,GE HealthCare Technologies Inc. - Common Stock,NASDAK,US
GELS,Gelteq Limited - Ordinary Shares,NASDAK,US
GEME,Pacific North of South EM Equity Active ETF,NASDAK,US
GEMG,Leverage Shares 2X Long GEMI Daily ETF,NASDAK,US
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",NASDAK,US
GEN,Gen Digital Inc. - Common Stock,NASDAK,US
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",NASDAK,US
GENVR,Gen Digital Inc. - Contingent Value Rights,NASDAK,US
GEOS,Geospace Technologies Corporation - Common Stock,NASDAK,US
GERN,Geron Corporation - Common Stock,NASDAK,US
GEVG,Leverage Shares 2X Long GEV Daily ETF,NASDAK,US
GEVO,"Gevo, Inc. - Common Stock",NASDAK,US
GEW,Cambria Global EW ETF,NASDAK,US
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",NASDAK,US
GFAIW,"Guardforce AI Co., Limited - Warrant",NASDAK,US
GFGF,Guru Favorite Stocks ETF,NASDAK,US
GFLW,VictoryShares Free Cash Flow Growth ETF,NASDAK,US
GFS,GlobalFoundries Inc. - Ordinary Share,NASDAK,US
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",NASDAK,US
GGLL,Direxion Daily GOOGL Bull 2X Shares,NASDAK,US
GGLS,Direxion Daily GOOGL Bear 1X Shares,NASDAK,US
GGR,Gogoro Inc. - Ordinary Shares,NASDAK,US
GGROW,Gogoro Inc. - Warrant,NASDAK,US
GH,"Guardant Health, Inc. - Common Stock",NASDAK,US
GHRS,GH Research PLC - Ordinary Shares,NASDAK,US
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,NASDAK,US
GIBOW,GIBO Holdings Limited - Warrants,NASDAK,US
GIFT,"Giftify, Inc. - Common Stock",NASDAK,US
GIG,GigCapital7 Corp. - Class A Ordinary Share,NASDAK,US
GIGGU,GigCapital7 Corp. - Unit,NASDAK,US
GIGGW,GigCapital7 Corp. - Warrant,NASDAK,US
GIGM,GigaMedia Limited - Ordinary Shares,NASDAK,US
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAK,US
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAK,US
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,NASDAK,US
GIND,Goldman Sachs India Equity ETF,NASDAK,US
GINX,SGI Enhanced Global Income ETF,NASDAK,US
GIPR,Generation Income Properties Inc. - Common stock,NASDAK,US
GIPRW,Generation Income Properties Inc. - Warrant,NASDAK,US
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",NASDAK,US
GIW,GigCapital8 Corp. - Class A Ordinary Shares,NASDAK,US
GIWWR,GigCapital8 Corp. - Rights,NASDAK,US
GIWWU,GigCapital8 Corp. - Units,NASDAK,US
GKAT,Scharf Global Opportunity ETF,NASDAK,US
GLAD,Gladstone Capital Corporation - Closed End Fund,NASDAK,US
GLBE,Global-E Online Ltd. - ordinary shares,NASDAK,US
GLBS,Globus Maritime Limited - Common Stock,NASDAK,US
GLCR,GlacierShares Nasdaq Iceland ETF,NASDAK,US
GLDB,IDX Alternative FIAT ETF,NASDAK,US
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,NASDAK,US
GLDI,"ETRACS Gold Shares Covered Call ETNs due February 2, 2033",NASDAK,US
GLDY,Defiance Gold Enhanced Options Income ETF,NASDAK,US
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,NASDAK,US
GLGG,Leverage Shares 2X Long GLXY Daily ETF,NASDAK,US
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",NASDAK,US
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",NASDAK,US
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,NASDAK,US
GLNG,Golar LNG Limited - Common Shares,NASDAK,US
GLOO,"Gloo Holdings, Inc. - Common Stock",NASDAK,US
GLOW,VictoryShares WestEnd Global Equity ETF,NASDAK,US
GLPG,Galapagos NV - American Depositary Shares,NASDAK,US
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAK,US
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",NASDAK,US
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAK,US
GLTO,"Galecto, Inc. - Common Stock",NASDAK,US
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAK,US
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,NASDAK,US
GLXY,Galaxy Digital Inc. - Class A common stock,NASDAK,US
GMAB,Genmab A/S - American Depositary Shares,NASDAK,US
GMGI,"Golden Matrix Group, Inc. - Common Stock",NASDAK,US
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,NASDAK,US
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,NASDAK,US
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAK,US
GNLX,Genelux Corporation - Common Stock,NASDAK,US
GNMA,iShares GNMA Bond ETF,NASDAK,US
GNOM,Global X Genomics & Biotechnology ETF,NASDAK,US
GNPX,"Genprex, Inc. - Common Stock",NASDAK,US
GNSS,Genasys Inc. - Common Stock,NASDAK,US
GNTA,Genenta Science S.p.A. - American Depositary Shares,NASDAK,US
GNTX,Gentex Corporation - Common Stock,NASDAK,US
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAK,US
GOCO,"GoHealth, Inc. - Class A Common Stock",NASDAK,US
GOGO,Gogo Inc. - Common Stock,NASDAK,US
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,NASDAK,US
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,NASDAK,US
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",NASDAK,US
GOOG,Alphabet Inc. - Class C Capital Stock,NASDAK,US
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAK,US
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAK,US
GOU,GraniteShares 2x Long GOOGL Daily ETF,NASDAK,US
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,NASDAK,US
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAK,US
GP,GreenPower Motor Company Inc. - Common Shares,NASDAK,US
GPAC,General Purpose Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
GPACU,General Purpose Acquisition Corp. - Units,NASDAK,US
GPACW,General Purpose Acquisition Corp. - Warrant,NASDAK,US
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,NASDAK,US
GPATU,GP-Act III Acquisition Corp. - Units,NASDAK,US
GPATW,GP-Act III Acquisition Corp. - Warrants,NASDAK,US
GPCR,Structure Therapeutics Inc. - American Depositary Shares,NASDAK,US
GPIQ,Goldman Sachs Nasdaq-100 Premium Income ETF,NASDAK,US
GPIX,Goldman Sachs S&P 500 Premium Income ETF,NASDAK,US
GPRE,"Green Plains, Inc. - Common Stock",NASDAK,US
GPRF,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,NASDAK,US
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAK,US
GPT,Intelligent Alpha Atlas ETF,NASDAK,US
GQQQ,Astoria US Quality Growth Kings ETF,NASDAK,US
GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAK,US
GRABW,Grab Holdings Limited - Warrant,NASDAK,US
GRAG,Leverage Shares 2X Long GRAB Daily ETF,NASDAK,US
GRAL,"GRAIL, Inc. - Common Stock",NASDAK,US
GRAN,Grande Group Limited - Class A Ordinary Shares,NASDAK,US
GRCE,"Grace Therapeutics, Inc. - Common Stock",NASDAK,US
GRDX,GridAI Technologies Corp.  - Common Stock,NASDAK,US
GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,NASDAK,US
GREEL,Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026,NASDAK,US
GRFS,"Grifols, S.A. - American Depositary Shares",NASDAK,US
GRI,"GRI Bio, Inc. - Common Stock",NASDAK,US
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,NASDAK,US
GRIN,VictoryShares International Free Cash Flow Growth ETF,NASDAK,US
GRNQ,Greenpro Capital Corp. - Common Stock,NASDAK,US
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",NASDAK,US
GRPN,"Groupon, Inc. - Common Stock",NASDAK,US
GRRR,Gorilla Technology Group Inc. - Ordinary shares,NASDAK,US
GRRRW,Gorilla Technology Group Inc. - Warrant,NASDAK,US
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAK,US
GRW,TCW Durable Growth ETF,NASDAK,US
GRWG,GrowGeneration Corp. - Common Stock,NASDAK,US
GSAT,"Globalstar, Inc. - Common Stock",NASDAK,US
GSBC,"Great Southern Bancorp, Inc. - Common Stock",NASDAK,US
GSGO,Goldman Sachs Growth Opportunities ETF,NASDAK,US
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",NASDAK,US
GSHR,Gesher Acquisition Corp. II - Class A Ordinary Shares,NASDAK,US
GSHRU,Gesher Acquisition Corp. II - Units,NASDAK,US
GSHRW,Gesher Acquisition Corp. II - Warrants,NASDAK,US
GSIB,Themes Global Systemically Important Banks ETF,NASDAK,US
GSIT,"GSI Technology, Inc. - Common Stock",NASDAK,US
GSIW,Garden Stage Limited - Ordinary Shares,NASDAK,US
GSM,Ferroglobe PLC - Ordinary Shares,NASDAK,US
GSRF,GSR IV Acquisition Corp. - Class A ordinary share,NASDAK,US
GSRFR,GSR IV Acquisition Corp. - Rights,NASDAK,US
GSRFU,GSR IV Acquisition Corp. - Units,NASDAK,US
GSUN,Golden Sun Health Technology Group Limited - Class A Ordinary Shares,NASDAK,US
GT,The Goodyear Tire & Rubber Company - Common Stock,NASDAK,US
GTBP,"GT Biopharma, Inc. - Common Stock",NASDAK,US
GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,NASDAK,US
GTEN,"Gores Holdings X, Inc. - Class A ordinary shares",NASDAK,US
GTENU,"Gores Holdings X, Inc. - Units",NASDAK,US
GTENW,"Gores Holdings X, Inc. - Warrants",NASDAK,US
GTERA,Globa Terra Acquisition Corporation - Class A Ordinary Shares,NASDAK,US
GTERR,Globa Terra Acquisition Corporation - Rights,NASDAK,US
GTERU,Globa Terra Acquisition Corporation - Units,NASDAK,US
GTERW,Globa Terra Acquisition Corporation - Warrants,NASDAK,US
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAK,US
GTLB,GitLab Inc. - Class A Common Stock,NASDAK,US
GTM,ZoomInfo Technologies Inc. - Common Stock,NASDAK,US
GTOP,Goldman Sachs Technology Opportunities ETF,NASDAK,US
GTPE,Goldman Sachs MSCI World Private Equity Return Tracker ETF,NASDAK,US
GTR,WisdomTree Target Range Fund,NASDAK,US
GTX,Garrett Motion Inc. - Common Stock,NASDAK,US
GURE,"Gulf Resources, Inc. - Common Stock",NASDAK,US
GUSE,Goldman Sachs Enhanced U.S. Equity ETF,NASDAK,US
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAK,US
GV,Visionary Holdings Inc. - Common Shares,NASDAK,US
GVH,Globavend Holdings Limited - Ord Shares,NASDAK,US
GVLE,Goldman Sachs Value Opportunities ETF,NASDAK,US
GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",NASDAK,US
GWRS,"Global Water Resources, Inc. - common stock",NASDAK,US
GXAI,Gaxos.ai Inc. - Common Stock,NASDAK,US
GXDW,Global X Dorsey Wright Thematic ETF,NASDAK,US
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAK,US
GYRO,"Gyrodyne , LLC - Common Stock",NASDAK,US
HAFC,Hanmi Financial Corporation - Common Stock,NASDAK,US
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAK,US
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAK,US
HAO,Haoxi Health Technology Limited - Class A Ord Share,NASDAK,US
HAS,"Hasbro, Inc. - Common Stock",NASDAK,US
HAVA,Harvard Ave Acquisition Corporation - Class A Ordinary Share,NASDAK,US
HAVAR,Harvard Ave Acquisition Corporation - Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares,NASDAK,US
HAVAU,Harvard Ave Acquisition Corporation - Unit,NASDAK,US
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAK,US
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",NASDAK,US
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAK,US
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAK,US
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAK,US
HBDC,Hilton BDC Corporate Bond ETF,NASDAK,US
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAK,US
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,NASDAK,US
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAK,US
HBR,Canary HBAR ETF,NASDAK,US
HBT,"HBT Financial, Inc. - Common Stock",NASDAK,US
HCACU,Hall Chadwick Acquisition Corp. - Unit,NASDAK,US
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",NASDAK,US
HCAT,"Health Catalyst, Inc - Common stock",NASDAK,US
HCHL,Happy City Holdings Limited - Class A Ordinary shares,NASDAK,US
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAK,US
HCM,HUTCHMED (China) Limited - American Depositary Shares,NASDAK,US
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,NASDAK,US
HCMAU,HCM III Acquisition Corp. - Units,NASDAK,US
HCMAW,HCM III Acquisition Corp. - Warrants,NASDAK,US
HCOW,Amplify COWS Covered Call ETF,NASDAK,US
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAK,US
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAK,US
HCWB,HCW Biologics Inc. - Common Stock,NASDAK,US
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAK,US
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAK,US
HEAL,Global X HealthTech ETF,NASDAK,US
HECO,SPDR Galaxy Hedged Digital Asset Ecosystem ETF,NASDAK,US
HEJD,VictoryShares Hedged Equity Income ETF,NASDAK,US
HELE,Helen of Troy Limited - Common Stock,NASDAK,US
HELP,Cybin Inc. - Common Stock,NASDAK,US
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,NASDAK,US
HEQQ,JPMorgan Nasdaq Hedged Equity Laddered Overlay ETF,NASDAK,US
HERD,Pacer Cash Cows Fund of Funds ETF,NASDAK,US
HERE,Here Group Limited - American Depositary Shares,NASDAK,US
HERO,Global X Video Games & Esports ETF,NASDAK,US
HERZ,"Herzfeld Credit Income Fund, Inc.  - Closed End Fund",NASDAK,US
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAK,US
HFFG,HF Foods Group Inc. - Common Stock,NASDAK,US
HFSP,TradersAI Large Cap Equity & Cash ETF,NASDAK,US
HFWA,Heritage Financial Corporation - Common Stock,NASDAK,US
HGBL,Heritage Global Inc. - Common Stock,NASDAK,US
HHS,"Harte Hanks, Inc. - Common Stock",NASDAK,US
HIDE,Alpha Architect High Inflation and Deflation ETF,NASDAK,US
HIFS,Hingham Institution for Savings - Common Stock,NASDAK,US
HIHO,Highway Holdings Limited - Common Stock,NASDAK,US
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAK,US
HIMY,Defiance Leveraged Long Income HIMS ETF,NASDAK,US
HIMZ,Defiance Daily Target 2X Long HIMS ETF,NASDAK,US
HIND,"Vyome Holdings, Inc. - Common Stock",NASDAK,US
HISF,First Trust High Income Strategic Focus ETF,NASDAK,US
HIT,"Health In Tech, Inc. - Class A Common Stock",NASDAK,US
HITI,High Tide Inc. - Common Shares,NASDAK,US
HIVE,HIVE Digital Technologies Ltd - Common Shares,NASDAK,US
HKIT,Hitek Global Inc. - Class A Ordinary Share,NASDAK,US
HKPD,"Cellyan Biotechnology Co., Ltd  - Class A Ordinary Shares",NASDAK,US
HLAL,Wahed FTSE USA Shariah ETF,NASDAK,US
HLIT,Harmonic Inc. - Common Stock,NASDAK,US
HLMN,Hillman Solutions Corp. - Common Stock,NASDAK,US
HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAK,US
HLP,Hongli Group Inc. - Ordinary Shares,NASDAK,US
HLXC,Helix Acquisition Corp. III - Class A Ordinary Shares,NASDAK,US
HMR,Heidmar Maritime Holdings Corp. - Common Stock,NASDAK,US
HMYY,GraniteShares YieldBoost HIMS ETF,NASDAK,US
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,NASDAK,US
HNNA,"Hennessy Advisors, Inc. - Common Stock",NASDAK,US
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",NASDAK,US
HNRG,Hallador Energy Company - Common Stock,NASDAK,US
HNST,"The Honest Company, Inc. - Common Stock",NASDAK,US
HNVR,"Hanover Bancorp, Inc. - Common Stock",NASDAK,US
HODU,Direxion Daily HOOD Bull 2X ETF,NASDAK,US
HOFT,Hooker Furnishings Corporation - Common Stock,NASDAK,US
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,NASDAK,US
HOLOW,MicroCloud Hologram Inc. - Warrant,NASDAK,US
HOLX,"Hologic, Inc. - Common Stock",NASDAK,US
HON,Honeywell International Inc. - Common Stock,NASDAK,US
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",NASDAK,US
HOOG,Leverage Shares 2X Long HOOD Daily ETF,NASDAK,US
HOOI,Defiance Leveraged Long Income HOOD ETF,NASDAK,US
HOOX,Defiance Daily Target 2X Long HOOD ETF,NASDAK,US
HOPE,"Hope Bancorp, Inc. - Common Stock",NASDAK,US
HOTH,"Hoth Therapeutics, Inc. - Common Stock",NASDAK,US
HOUR,"Hour Loop, Inc. - common stock",NASDAK,US
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,NASDAK,US
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,NASDAK,US
HOVRW,New Horizon Aircraft Ltd. - Warrant,NASDAK,US
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",NASDAK,US
HOYY,GraniteShares YieldBOOST HOOD ETF,NASDAK,US
HPAI,Helport AI Limited - Ordinary Shares,NASDAK,US
HPAIW,Helport AI Limited - Warrants,NASDAK,US
HPK,"HighPeak Energy, Inc. - Common Stock",NASDAK,US
HQGO,Hartford US Quality Growth ETF,NASDAK,US
HQI,"HireQuest, Inc. - Common Stock",NASDAK,US
HQY,"HealthEquity, Inc. - Common Stock",NASDAK,US
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAK,US
