base_currency,quote_currency,rate_date,rate
USD,KRW,2023-11-30,"1,289.00"
USD,KRW,2023-12-01,"1,290.40"
USD,KRW,2023-12-04,"1,303.20"
USD,KRW,2023-12-05,"1,301.80"
USD,KRW,2023-12-06,"1,311.70"
USD,KRW,2023-12-07,"1,312.40"
USD,KRW,2023-12-08,"1,322.70"
USD,KRW,2023-12-11,"1,307.90"
USD,KRW,2023-12-12,"1,318.30"
USD,KRW,2023-12-13,"1,315.70"
USD,KRW,2023-12-14,"1,316.50"
USD,KRW,2023-12-15,"1,295.60"
USD,KRW,2023-12-18,"1,294.70"
USD,KRW,2023-12-19,"1,298.70"
USD,KRW,2023-12-20,"1,304.70"
USD,KRW,2023-12-21,"1,300.20"
USD,KRW,2023-12-22,"1,303.80"
USD,KRW,2023-12-26,"1,300.70"
USD,KRW,2023-12-27,"1,296.80"
USD,KRW,2023-12-28,"1,294.40"
USD,KRW,2023-12-29,"1,289.40"
USD,KRW,2024-01-02,"1,289.40"
USD,KRW,2024-01-03,"1,299.30"
USD,KRW,2024-01-04,"1,308.80"
USD,KRW,2024-01-05,"1,310.20"
USD,KRW,2024-01-08,"1,313.70"
USD,KRW,2024-01-09,"1,314.80"
USD,KRW,2024-01-10,"1,312.10"
USD,KRW,2024-01-11,"1,320.10"
USD,KRW,2024-01-12,"1,316.00"
USD,KRW,2024-01-15,"1,314.10"
USD,KRW,2024-01-16,"1,319.30"
USD,KRW,2024-01-17,"1,329.00"
USD,KRW,2024-01-18,"1,343.20"
USD,KRW,2024-01-19,"1,342.40"
USD,KRW,2024-01-22,"1,336.50"
USD,KRW,2024-01-23,"1,334.70"
USD,KRW,2024-01-24,"1,336.00"
USD,KRW,2024-01-25,"1,339.10"
USD,KRW,2024-01-26,"1,335.70"
USD,KRW,2024-01-29,"1,336.60"
USD,KRW,2024-01-30,"1,336.90"
USD,KRW,2024-01-31,"1,330.60"
USD,KRW,2024-02-01,"1,333.50"
USD,KRW,2024-02-02,"1,332.50"
USD,KRW,2024-02-05,"1,325.10"
USD,KRW,2024-02-06,"1,334.60"
USD,KRW,2024-02-07,"1,329.60"
USD,KRW,2024-02-08,"1,325.30"
USD,KRW,2024-02-13,"1,327.20"
USD,KRW,2024-02-14,"1,328.40"
USD,KRW,2024-02-15,"1,336.90"
USD,KRW,2024-02-16,"1,333.20"
USD,KRW,2024-02-19,"1,333.00"
USD,KRW,2024-02-20,"1,333.80"
USD,KRW,2024-02-21,"1,337.90"
USD,KRW,2024-02-22,"1,335.00"
USD,KRW,2024-02-23,"1,331.00"
USD,KRW,2024-02-26,"1,329.30"
USD,KRW,2024-02-27,"1,331.40"
USD,KRW,2024-02-28,"1,331.30"
USD,KRW,2024-02-29,"1,334.00"
USD,KRW,2024-03-04,"1,334.10"
USD,KRW,2024-03-05,"1,330.10"
USD,KRW,2024-03-06,"1,333.20"
USD,KRW,2024-03-07,"1,335.70"
USD,KRW,2024-03-08,"1,329.60"
USD,KRW,2024-03-11,"1,323.10"
USD,KRW,2024-03-12,"1,314.40"
USD,KRW,2024-03-13,"1,311.10"
USD,KRW,2024-03-14,"1,312.80"
USD,KRW,2024-03-15,"1,316.90"
USD,KRW,2024-03-18,"1,328.40"
USD,KRW,2024-03-19,"1,333.00"
USD,KRW,2024-03-20,"1,338.50"
USD,KRW,2024-03-21,"1,338.70"
USD,KRW,2024-03-22,"1,326.30"
USD,KRW,2024-03-25,"1,336.10"
USD,KRW,2024-03-26,"1,340.70"
USD,KRW,2024-03-27,"1,338.60"
USD,KRW,2024-03-28,"1,345.80"
USD,KRW,2024-03-29,"1,346.80"
USD,KRW,2024-04-01,"1,347.40"
USD,KRW,2024-04-02,"1,347.10"
USD,KRW,2024-04-03,"1,353.00"
USD,KRW,2024-04-04,"1,349.10"
USD,KRW,2024-04-05,"1,346.80"
USD,KRW,2024-04-08,"1,351.80"
USD,KRW,2024-04-09,"1,353.60"
USD,KRW,2024-04-11,"1,354.40"
USD,KRW,2024-04-12,"1,363.70"
USD,KRW,2024-04-15,"1,371.60"
USD,KRW,2024-04-16,"1,383.70"
USD,KRW,2024-04-17,"1,395.30"
USD,KRW,2024-04-18,"1,386.30"
USD,KRW,2024-04-19,"1,375.90"
USD,KRW,2024-04-22,"1,385.00"
USD,KRW,2024-04-23,"1,380.60"
USD,KRW,2024-04-24,"1,377.90"
USD,KRW,2024-04-25,"1,370.00"
USD,KRW,2024-04-26,"1,376.60"
USD,KRW,2024-04-29,"1,375.90"
USD,KRW,2024-04-30,"1,378.70"
USD,KRW,2024-05-02,"1,378.00"
USD,KRW,2024-05-03,"1,378.50"
USD,KRW,2024-05-07,"1,365.20"
USD,KRW,2024-05-08,"1,357.80"
USD,KRW,2024-05-09,"1,364.40"
USD,KRW,2024-05-10,"1,367.90"
USD,KRW,2024-05-13,"1,367.90"
USD,KRW,2024-05-14,"1,370.10"
USD,KRW,2024-05-16,"1,369.00"
USD,KRW,2024-05-17,"1,349.40"
USD,KRW,2024-05-20,"1,355.20"
USD,KRW,2024-05-21,"1,356.20"
USD,KRW,2024-05-22,"1,364.40"
USD,KRW,2024-05-23,"1,363.10"
USD,KRW,2024-05-24,"1,364.50"
USD,KRW,2024-05-27,"1,370.00"
USD,KRW,2024-05-28,"1,365.40"
USD,KRW,2024-05-29,"1,359.50"
USD,KRW,2024-05-30,"1,364.80"
USD,KRW,2024-05-31,"1,376.50"
USD,KRW,2024-06-03,"1,381.60"
USD,KRW,2024-06-04,"1,377.60"
USD,KRW,2024-06-05,"1,373.10"
USD,KRW,2024-06-07,"1,371.50"
USD,KRW,2024-06-10,"1,366.90"
USD,KRW,2024-06-11,"1,377.90"
USD,KRW,2024-06-12,"1,377.40"
USD,KRW,2024-06-13,"1,377.80"
USD,KRW,2024-06-14,"1,371.00"
USD,KRW,2024-06-17,"1,377.70"
USD,KRW,2024-06-18,"1,380.40"
USD,KRW,2024-06-19,"1,380.50"
USD,KRW,2024-06-20,"1,380.80"
USD,KRW,2024-06-21,"1,383.80"
USD,KRW,2024-06-24,"1,389.10"
USD,KRW,2024-06-25,"1,389.70"
USD,KRW,2024-06-26,"1,386.40"
USD,KRW,2024-06-27,"1,390.10"
USD,KRW,2024-06-28,"1,389.20"
USD,KRW,2024-07-01,"1,382.40"
USD,KRW,2024-07-02,"1,380.80"
USD,KRW,2024-07-03,"1,387.40"
USD,KRW,2024-07-04,"1,389.40"
USD,KRW,2024-07-05,"1,381.90"
USD,KRW,2024-07-08,"1,379.00"
USD,KRW,2024-07-09,"1,379.40"
USD,KRW,2024-07-10,"1,383.40"
USD,KRW,2024-07-11,"1,385.60"
USD,KRW,2024-07-12,"1,380.10"
USD,KRW,2024-07-15,"1,376.30"
USD,KRW,2024-07-16,"1,381.90"
USD,KRW,2024-07-17,"1,386.00"
USD,KRW,2024-07-18,"1,381.50"
USD,KRW,2024-07-19,"1,379.90"
USD,KRW,2024-07-22,"1,386.60"
USD,KRW,2024-07-23,"1,388.60"
USD,KRW,2024-07-24,"1,385.10"
USD,KRW,2024-07-25,"1,385.10"
USD,KRW,2024-07-26,"1,385.40"
USD,KRW,2024-07-29,"1,385.40"
USD,KRW,2024-07-30,"1,382.00"
USD,KRW,2024-07-31,"1,384.60"
USD,KRW,2024-08-01,"1,380.10"
USD,KRW,2024-08-02,"1,365.90"
USD,KRW,2024-08-05,"1,372.80"
USD,KRW,2024-08-06,"1,360.60"
USD,KRW,2024-08-07,"1,372.20"
USD,KRW,2024-08-08,"1,376.40"
USD,KRW,2024-08-09,"1,377.70"
USD,KRW,2024-08-12,"1,369.40"
USD,KRW,2024-08-13,"1,367.70"
USD,KRW,2024-08-14,"1,370.30"
USD,KRW,2024-08-16,"1,361.40"
USD,KRW,2024-08-19,"1,360.10"
USD,KRW,2024-08-20,"1,337.80"
USD,KRW,2024-08-21,"1,332.00"
USD,KRW,2024-08-22,"1,332.40"
USD,KRW,2024-08-23,"1,335.90"
USD,KRW,2024-08-26,"1,340.10"
USD,KRW,2024-08-27,"1,323.90"
USD,KRW,2024-08-28,"1,330.40"
USD,KRW,2024-08-29,"1,334.70"
USD,KRW,2024-08-30,"1,335.30"
USD,KRW,2024-09-02,"1,334.80"
USD,KRW,2024-09-03,"1,338.80"
USD,KRW,2024-09-04,"1,341.00"
USD,KRW,2024-09-05,"1,342.00"
USD,KRW,2024-09-06,"1,335.80"
USD,KRW,2024-09-09,"1,330.40"
USD,KRW,2024-09-10,"1,339.50"
USD,KRW,2024-09-11,"1,344.30"
USD,KRW,2024-09-12,"1,340.30"
USD,KRW,2024-09-13,"1,339.60"
USD,KRW,2024-09-19,"1,331.00"
USD,KRW,2024-09-20,"1,331.80"
USD,KRW,2024-09-23,"1,329.90"
USD,KRW,2024-09-24,"1,335.50"
USD,KRW,2024-09-25,"1,334.30"
USD,KRW,2024-09-26,"1,328.40"
USD,KRW,2024-09-27,"1,329.70"
USD,KRW,2024-09-30,"1,319.60"
USD,KRW,2024-10-02,"1,306.90"
USD,KRW,2024-10-04,"1,320.10"
USD,KRW,2024-10-07,"1,333.30"
USD,KRW,2024-10-08,"1,346.50"
USD,KRW,2024-10-10,"1,347.80"
USD,KRW,2024-10-11,"1,349.40"
USD,KRW,2024-10-14,"1,348.60"
USD,KRW,2024-10-15,"1,354.90"
USD,KRW,2024-10-16,"1,360.40"
USD,KRW,2024-10-17,"1,363.70"
USD,KRW,2024-10-18,"1,366.50"
USD,KRW,2024-10-21,"1,371.10"
USD,KRW,2024-10-22,"1,370.40"
USD,KRW,2024-10-23,"1,380.10"
USD,KRW,2024-10-24,"1,382.00"
USD,KRW,2024-10-25,"1,380.50"
USD,KRW,2024-10-28,"1,384.40"
USD,KRW,2024-10-29,"1,387.00"
USD,KRW,2024-10-30,"1,383.10"
USD,KRW,2024-10-31,"1,383.30"
USD,KRW,2024-11-01,"1,379.30"
USD,KRW,2024-11-04,"1,377.90"
USD,KRW,2024-11-05,"1,371.30"
USD,KRW,2024-11-06,"1,377.80"
USD,KRW,2024-11-07,"1,391.50"
USD,KRW,2024-11-08,"1,399.10"
USD,KRW,2024-11-11,"1,385.40"
USD,KRW,2024-11-12,"1,395.30"
USD,KRW,2024-11-13,"1,401.10"
USD,KRW,2024-11-14,"1,407.30"
USD,KRW,2024-11-15,"1,406.40"
USD,KRW,2024-11-18,"1,402.80"
USD,KRW,2024-11-19,"1,392.60"
USD,KRW,2024-11-20,"1,392.00"
USD,KRW,2024-11-21,"1,391.60"
USD,KRW,2024-11-22,"1,398.10"
USD,KRW,2024-11-25,"1,400.50"
USD,KRW,2024-11-26,"1,398.20"
USD,KRW,2024-11-27,"1,401.20"
USD,KRW,2024-11-28,"1,396.80"
USD,KRW,2024-11-29,"1,394.70"
USD,KRW,2024-12-02,"1,395.10"
USD,KRW,2024-12-03,"1,402.00"
USD,KRW,2024-12-04,"1,403.40"
USD,KRW,2024-12-05,"1,413.00"
USD,KRW,2024-12-06,"1,414.90"
USD,KRW,2024-12-09,"1,419.40"
USD,KRW,2024-12-10,"1,433.20"
USD,KRW,2024-12-11,"1,428.10"
USD,KRW,2024-12-12,"1,431.40"
USD,KRW,2024-12-13,"1,431.50"
USD,KRW,2024-12-16,"1,432.70"
USD,KRW,2024-12-17,"1,434.90"
USD,KRW,2024-12-18,"1,436.60"
USD,KRW,2024-12-19,"1,436.80"
USD,KRW,2024-12-20,"1,449.70"
USD,KRW,2024-12-23,"1,450.30"
USD,KRW,2024-12-24,"1,449.30"
USD,KRW,2024-12-26,"1,453.60"
USD,KRW,2024-12-27,"1,462.90"
USD,KRW,2024-12-30,"1,474.10"
USD,KRW,2024-12-31,"1,470.00"
USD,KRW,2025-01-02,"1,470.00"
USD,KRW,2025-01-03,"1,468.30"
USD,KRW,2025-01-06,"1,466.80"
USD,KRW,2025-01-07,"1,470.80"
USD,KRW,2025-01-08,"1,455.40"
USD,KRW,2025-01-09,"1,453.20"
USD,KRW,2025-01-10,"1,458.20"
USD,KRW,2025-01-13,"1,460.70"
USD,KRW,2025-01-14,"1,471.30"
USD,KRW,2025-01-15,"1,463.30"
USD,KRW,2025-01-16,"1,460.20"
USD,KRW,2025-01-17,"1,454.70"
USD,KRW,2025-01-20,"1,455.80"
USD,KRW,2025-01-21,"1,453.00"
USD,KRW,2025-01-22,"1,437.90"
USD,KRW,2025-01-23,"1,434.30"
USD,KRW,2025-01-24,"1,437.10"
USD,KRW,2025-01-31,"1,433.30"
USD,KRW,2025-02-03,"1,453.00"
USD,KRW,2025-02-04,"1,469.20"
USD,KRW,2025-02-05,"1,460.80"
USD,KRW,2025-02-06,"1,450.00"
USD,KRW,2025-02-07,"1,447.10"
USD,KRW,2025-02-10,"1,447.40"
USD,KRW,2025-02-11,"1,453.40"
USD,KRW,2025-02-12,"1,453.50"
USD,KRW,2025-02-13,"1,452.60"
USD,KRW,2025-02-14,"1,450.50"
USD,KRW,2025-02-17,"1,443.30"
USD,KRW,2025-02-18,"1,441.10"
USD,KRW,2025-02-19,"1,443.90"
USD,KRW,2025-02-20,"1,440.60"
USD,KRW,2025-02-21,"1,439.40"
USD,KRW,2025-02-24,"1,434.10"
USD,KRW,2025-02-25,"1,429.20"
USD,KRW,2025-02-26,"1,430.70"
USD,KRW,2025-02-27,"1,431.80"
USD,KRW,2025-02-28,"1,439.60"
USD,KRW,2025-03-04,"1,458.70"
USD,KRW,2025-03-05,"1,459.60"
USD,KRW,2025-03-06,"1,456.00"
USD,KRW,2025-03-07,"1,441.60"
USD,KRW,2025-03-10,"1,446.30"
USD,KRW,2025-03-11,"1,451.50"
USD,KRW,2025-03-12,"1,457.90"
USD,KRW,2025-03-13,"1,452.00"
USD,KRW,2025-03-14,"1,451.90"
USD,KRW,2025-03-17,"1,454.80"
USD,KRW,2025-03-18,"1,448.00"
USD,KRW,2025-03-19,"1,447.10"
USD,KRW,2025-03-20,"1,452.30"
USD,KRW,2025-03-21,"1,459.20"
USD,KRW,2025-03-24,"1,466.90"
USD,KRW,2025-03-25,"1,466.90"
USD,KRW,2025-03-26,"1,469.60"
USD,KRW,2025-03-27,"1,465.30"
USD,KRW,2025-03-28,"1,466.80"
USD,KRW,2025-03-31,"1,466.50"
USD,KRW,2025-04-01,"1,470.60"
USD,KRW,2025-04-02,"1,471.70"
USD,KRW,2025-04-03,"1,467.80"
USD,KRW,2025-04-04,"1,467.00"
USD,KRW,2025-04-07,"1,439.30"
USD,KRW,2025-04-08,"1,465.90"
USD,KRW,2025-04-09,"1,470.20"
USD,KRW,2025-04-10,"1,482.90"
USD,KRW,2025-04-11,"1,458.50"
USD,KRW,2025-04-14,"1,450.80"
USD,KRW,2025-04-15,"1,427.40"
USD,KRW,2025-04-16,"1,423.30"
USD,KRW,2025-04-17,"1,427.40"
USD,KRW,2025-04-18,"1,419.90"
USD,KRW,2025-04-21,"1,421.50"
USD,KRW,2025-04-22,"1,418.90"
USD,KRW,2025-04-23,"1,422.60"
USD,KRW,2025-04-24,"1,426.60"
USD,KRW,2025-04-25,"1,430.20"
USD,KRW,2025-04-28,"1,434.60"
USD,KRW,2025-04-29,"1,439.30"
USD,KRW,2025-04-30,"1,438.50"
USD,KRW,2025-05-02,"1,426.90"
USD,KRW,2025-05-07,"1,426.60"
USD,KRW,2025-05-08,"1,394.10"
USD,KRW,2025-05-09,"1,396.00"
USD,KRW,2025-05-12,"1,405.60"
USD,KRW,2025-05-13,"1,400.40"
USD,KRW,2025-05-14,"1,413.70"
USD,KRW,2025-05-15,"1,415.80"
USD,KRW,2025-05-16,"1,399.60"
USD,KRW,2025-05-19,"1,394.30"
USD,KRW,2025-05-20,"1,398.00"
USD,KRW,2025-05-21,"1,392.60"
USD,KRW,2025-05-22,"1,387.10"
USD,KRW,2025-05-23,"1,378.40"
USD,KRW,2025-05-26,"1,376.90"
USD,KRW,2025-05-27,"1,365.00"
USD,KRW,2025-05-28,"1,368.30"
USD,KRW,2025-05-29,"1,374.60"
USD,KRW,2025-05-30,"1,381.40"
USD,KRW,2025-06-02,"1,375.70"
USD,KRW,2025-06-04,"1,376.90"
USD,KRW,2025-06-05,"1,373.80"
USD,KRW,2025-06-09,"1,359.00"
USD,KRW,2025-06-10,"1,358.90"
USD,KRW,2025-06-11,"1,359.90"
USD,KRW,2025-06-12,"1,368.80"
USD,KRW,2025-06-13,"1,362.90"
USD,KRW,2025-06-16,"1,366.80"
USD,KRW,2025-06-17,"1,363.60"
USD,KRW,2025-06-18,"1,361.70"
USD,KRW,2025-06-19,"1,373.20"
USD,KRW,2025-06-20,"1,379.60"
USD,KRW,2025-06-23,"1,369.40"
USD,KRW,2025-06-24,"1,381.90"
USD,KRW,2025-06-25,"1,365.00"
USD,KRW,2025-06-26,"1,360.90"
USD,KRW,2025-06-27,"1,357.60"
USD,KRW,2025-06-30,"1,356.40"
USD,KRW,2025-07-01,"1,353.60"
USD,KRW,2025-07-02,"1,352.60"
USD,KRW,2025-07-03,"1,359.40"
USD,KRW,2025-07-04,"1,358.10"
USD,KRW,2025-07-07,"1,364.20"
USD,KRW,2025-07-08,"1,366.60"
USD,KRW,2025-07-09,"1,368.00"
USD,KRW,2025-07-10,"1,373.80"
USD,KRW,2025-07-11,"1,373.00"
USD,KRW,2025-07-14,"1,374.70"
USD,KRW,2025-07-15,"1,378.50"
USD,KRW,2025-07-16,"1,382.70"
USD,KRW,2025-07-17,"1,387.10"
USD,KRW,2025-07-18,"1,390.80"
USD,KRW,2025-07-21,"1,391.90"
USD,KRW,2025-07-22,"1,391.10"
USD,KRW,2025-07-23,"1,386.30"
USD,KRW,2025-07-24,"1,379.10"
USD,KRW,2025-07-25,"1,368.70"
USD,KRW,2025-07-28,"1,376.00"
USD,KRW,2025-07-29,"1,379.60"
USD,KRW,2025-07-30,"1,391.40"
USD,KRW,2025-07-31,"1,382.90"
USD,KRW,2025-08-01,"1,390.40"
USD,KRW,2025-08-04,"1,399.30"
USD,KRW,2025-08-05,"1,384.90"
USD,KRW,2025-08-06,"1,386.70"
USD,KRW,2025-08-07,"1,389.50"
USD,KRW,2025-08-08,"1,384.20"
USD,KRW,2025-08-11,"1,386.00"
USD,KRW,2025-08-12,"1,388.30"
USD,KRW,2025-08-13,"1,390.20"
USD,KRW,2025-08-14,"1,383.80"
USD,KRW,2025-08-18,"1,382.20"
USD,KRW,2025-08-19,"1,385.30"
USD,KRW,2025-08-20,"1,389.40"
USD,KRW,2025-08-21,"1,397.50"
USD,KRW,2025-08-22,"1,398.10"
USD,KRW,2025-08-25,"1,395.60"
USD,KRW,2025-08-26,"1,386.30"
USD,KRW,2025-08-27,"1,391.20"
USD,KRW,2025-08-28,"1,395.70"
USD,KRW,2025-08-29,"1,388.60"
USD,KRW,2025-09-01,"1,387.70"
USD,KRW,2025-09-02,"1,392.40"
USD,KRW,2025-09-03,"1,392.20"
USD,KRW,2025-09-04,"1,393.80"
USD,KRW,2025-09-05,"1,392.70"
USD,KRW,2025-09-08,"1,391.80"
USD,KRW,2025-09-09,"1,390.40"
USD,KRW,2025-09-10,"1,386.60"
USD,KRW,2025-09-11,"1,387.60"
USD,KRW,2025-09-12,"1,389.40"
USD,KRW,2025-09-15,"1,388.70"
USD,KRW,2025-09-16,"1,389.50"
USD,KRW,2025-09-17,"1,382.30"
USD,KRW,2025-09-18,"1,380.00"
USD,KRW,2025-09-19,"1,384.60"
USD,KRW,2025-09-22,"1,393.60"
USD,KRW,2025-09-23,"1,394.00"
USD,KRW,2025-09-24,"1,393.80"
USD,KRW,2025-09-25,"1,394.90"
USD,KRW,2025-09-26,"1,400.40"
USD,KRW,2025-09-29,"1,411.60"
USD,KRW,2025-09-30,"1,402.20"
USD,KRW,2025-10-01,"1,403.20"
USD,KRW,2025-10-02,"1,406.00"
USD,KRW,2025-10-10,"1,401.90"
USD,KRW,2025-10-13,"1,420.50"
USD,KRW,2025-10-14,"1,427.70"
USD,KRW,2025-10-15,"1,428.40"
USD,KRW,2025-10-16,"1,424.40"
USD,KRW,2025-10-17,"1,419.10"
USD,KRW,2025-10-20,"1,419.50"
USD,KRW,2025-10-21,"1,420.20"
USD,KRW,2025-10-22,"1,423.70"
USD,KRW,2025-10-23,"1,430.10"
USD,KRW,2025-10-24,"1,436.60"
USD,KRW,2025-10-27,"1,436.10"
USD,KRW,2025-10-28,"1,432.50"
USD,KRW,2025-10-29,"1,434.30"
USD,KRW,2025-10-30,"1,433.00"
USD,KRW,2025-10-31,"1,423.20"
USD,KRW,2025-11-03,"1,427.40"
USD,KRW,2025-11-04,"1,429.00"
USD,KRW,2025-11-05,"1,437.70"
USD,KRW,2025-11-06,"1,447.00"
USD,KRW,2025-11-07,"1,445.60"
USD,KRW,2025-11-10,"1,454.00"
USD,KRW,2025-11-11,"1,453.70"
USD,KRW,2025-11-12,"1,463.20"
USD,KRW,2025-11-13,"1,466.40"
USD,KRW,2025-11-14,"1,469.50"
USD,KRW,2025-11-17,"1,458.50"
USD,KRW,2025-11-18,"1,458.30"
USD,KRW,2025-11-19,"1,465.20"
USD,KRW,2025-11-20,"1,465.00"
USD,KRW,2025-11-21,"1,468.40"
USD,KRW,2025-11-24,"1,472.00"
USD,KRW,2025-11-25,"1,473.50"
USD,KRW,2025-11-26,"1,473.50"
USD,KRW,2025-11-27,"1,462.70"
USD,KRW,2025-11-28,"1,464.80"
USD,KRW,2025-12-01,"1,465.90"
USD,KRW,2025-12-02,"1,469.10"
USD,KRW,2025-12-03,"1,469.60"
USD,KRW,2025-12-04,"1,468.70"
USD,KRW,2025-12-05,"1,471.50"
USD,KRW,2025-12-08,"1,472.10"
USD,KRW,2025-12-09,"1,469.00"
USD,KRW,2025-12-10,"1,470.40"
USD,KRW,2025-12-11,"1,470.40"
USD,KRW,2025-12-12,"1,469.50"
USD,KRW,2025-12-15,"1,472.50"
USD,KRW,2025-12-16,"1,474.10"
USD,KRW,2025-12-17,"1,472.40"
USD,KRW,2025-12-18,"1,478.60"
USD,KRW,2025-12-19,"1,477.20"
USD,KRW,2025-12-22,"1,477.80"
USD,KRW,2025-12-23,"1,478.90"
USD,KRW,2025-12-24,"1,483.40"
USD,KRW,2025-12-26,"1,460.60"
USD,KRW,2025-12-29,"1,442.30"
USD,KRW,2025-12-30,"1,433.90"
USD,KRW,2025-12-31,"1,434.90"
USD,KRW,2026-01-02,"1,434.90"
USD,KRW,2026-01-05,"1,442.10"
USD,KRW,2026-01-06,"1,446.80"
USD,KRW,2026-01-07,"1,445.70"
USD,KRW,2026-01-08,"1,448.30"
USD,KRW,2026-01-09,"1,449.40"
USD,KRW,2026-01-12,"1,455.70"
USD,KRW,2026-01-13,"1,464.10"
USD,KRW,2026-01-14,"1,472.80"
USD,KRW,2026-01-15,"1,477.50"
USD,KRW,2026-01-16,"1,469.70"
USD,KRW,2026-01-19,"1,473.50"
USD,KRW,2026-01-20,"1,473.60"
USD,KRW,2026-01-21,"1,477.00"
USD,KRW,2026-01-22,"1,472.80"
USD,KRW,2026-01-23,"1,468.40"
USD,KRW,2026-01-26,"1,467.20"
USD,KRW,2026-01-27,"1,442.80"
USD,KRW,2026-01-28,"1,448.80"
USD,KRW,2026-01-29,"1,428.60"
USD,KRW,2026-01-30,"1,427.00"
USD,KRW,2026-02-02,"1,436.70"
USD,KRW,2026-02-03,"1,457.30"
USD,KRW,2026-02-04,"1,449.00"
USD,KRW,2026-02-05,"1,451.20"
USD,KRW,2026-02-06,"1,464.10"
USD,KRW,2026-02-09,"1,470.30"
USD,KRW,2026-02-10,"1,464.30"
USD,KRW,2026-02-11,"1,457.70"
USD,KRW,2026-02-12,"1,454.40"
USD,KRW,2026-02-13,"1,443.40"
