base_currency,quote_currency,rate_date,rate
USD,KRW,2006-03-13,982.6
USD,KRW,2006-03-14,981.6
USD,KRW,2006-03-15,977.5
USD,KRW,2006-03-16,974.7
USD,KRW,2006-03-17,974.4
USD,KRW,2006-03-20,971.9
USD,KRW,2006-03-21,969.1
USD,KRW,2006-03-22,967.3
USD,KRW,2006-03-23,971.5
USD,KRW,2006-03-24,973.7
USD,KRW,2006-03-27,980.8
USD,KRW,2006-03-28,976.3
USD,KRW,2006-03-29,975.8
USD,KRW,2006-03-30,978.1
USD,KRW,2006-03-31,975.9
USD,KRW,2006-04-03,975
USD,KRW,2006-04-04,970.7
USD,KRW,2006-04-05,966.1
USD,KRW,2006-04-06,959.5
USD,KRW,2006-04-07,954.9
USD,KRW,2006-04-10,952.4
USD,KRW,2006-04-11,952.9
USD,KRW,2006-04-12,954.1
USD,KRW,2006-04-13,955.6
USD,KRW,2006-04-14,960.4
USD,KRW,2006-04-17,961.4
USD,KRW,2006-04-18,955.3
USD,KRW,2006-04-19,953
USD,KRW,2006-04-20,947.3
USD,KRW,2006-04-21,947.5
USD,KRW,2006-04-24,947.2
USD,KRW,2006-04-25,940.5
USD,KRW,2006-04-26,941.8
USD,KRW,2006-04-27,947.4
USD,KRW,2006-04-28,945.7
USD,KRW,2006-05-02,944.1
USD,KRW,2006-05-03,941.9
USD,KRW,2006-05-04,935.8
USD,KRW,2006-05-08,939.1
USD,KRW,2006-05-09,930.7
USD,KRW,2006-05-10,933.1
USD,KRW,2006-05-11,931.7
USD,KRW,2006-05-12,934.5
USD,KRW,2006-05-15,933.7
USD,KRW,2006-05-16,940.2
USD,KRW,2006-05-17,946.7
USD,KRW,2006-05-18,937.6
USD,KRW,2006-05-19,944.5
USD,KRW,2006-05-22,944.8
USD,KRW,2006-05-23,950.1
USD,KRW,2006-05-24,947.2
USD,KRW,2006-05-25,949.4
USD,KRW,2006-05-26,949.2
USD,KRW,2006-05-29,946.3
USD,KRW,2006-05-30,947.4
USD,KRW,2006-06-01,947.6
USD,KRW,2006-06-02,947.4
USD,KRW,2006-06-05,946.8
USD,KRW,2006-06-07,943.8
USD,KRW,2006-06-08,947.7
USD,KRW,2006-06-09,951.1
USD,KRW,2006-06-12,954.1
USD,KRW,2006-06-13,956.6
USD,KRW,2006-06-14,960.9
USD,KRW,2006-06-15,962.1
USD,KRW,2006-06-16,959.4
USD,KRW,2006-06-19,955.2
USD,KRW,2006-06-20,961.7
USD,KRW,2006-06-21,960.9
USD,KRW,2006-06-22,954.6
USD,KRW,2006-06-23,954.3
USD,KRW,2006-06-26,958.7
USD,KRW,2006-06-27,958.8
USD,KRW,2006-06-28,958.1
USD,KRW,2006-06-29,958.3
USD,KRW,2006-06-30,960.3
USD,KRW,2006-07-03,952.6
USD,KRW,2006-07-04,944.7
USD,KRW,2006-07-05,942.2
USD,KRW,2006-07-06,945.9
USD,KRW,2006-07-07,949.7
USD,KRW,2006-07-10,946.3
USD,KRW,2006-07-11,942.5
USD,KRW,2006-07-12,945
USD,KRW,2006-07-13,948.8
USD,KRW,2006-07-14,950.1
USD,KRW,2006-07-18,952.9
USD,KRW,2006-07-19,957.4
USD,KRW,2006-07-20,958.4
USD,KRW,2006-07-21,951.3
USD,KRW,2006-07-24,952.7
USD,KRW,2006-07-25,951.2
USD,KRW,2006-07-26,952.4
USD,KRW,2006-07-27,953.9
USD,KRW,2006-07-28,951.9
USD,KRW,2006-07-31,953.1
USD,KRW,2006-08-01,954.5
USD,KRW,2006-08-02,956.4
USD,KRW,2006-08-03,959.4
USD,KRW,2006-08-04,966.3
USD,KRW,2006-08-07,964.4
USD,KRW,2006-08-08,961.5
USD,KRW,2006-08-09,963.9
USD,KRW,2006-08-10,963.7
USD,KRW,2006-08-11,958
USD,KRW,2006-08-14,959.2
USD,KRW,2006-08-16,965.2
USD,KRW,2006-08-17,964.8
USD,KRW,2006-08-18,961.7
USD,KRW,2006-08-21,961.7
USD,KRW,2006-08-22,957.2
USD,KRW,2006-08-23,956.9
USD,KRW,2006-08-24,956.6
USD,KRW,2006-08-25,958.2
USD,KRW,2006-08-28,960.7
USD,KRW,2006-08-29,964.2
USD,KRW,2006-08-30,961.7
USD,KRW,2006-08-31,959.6
USD,KRW,2006-09-01,961.5
USD,KRW,2006-09-04,961.1
USD,KRW,2006-09-05,958.3
USD,KRW,2006-09-06,956.2
USD,KRW,2006-09-07,956.9
USD,KRW,2006-09-08,956.8
USD,KRW,2006-09-11,955.2
USD,KRW,2006-09-12,957
USD,KRW,2006-09-13,959.1
USD,KRW,2006-09-14,959.8
USD,KRW,2006-09-15,956.4
USD,KRW,2006-09-18,956.8
USD,KRW,2006-09-19,958
USD,KRW,2006-09-20,954.3
USD,KRW,2006-09-21,952.1
USD,KRW,2006-09-22,945.7
USD,KRW,2006-09-25,944.2
USD,KRW,2006-09-26,944.8
USD,KRW,2006-09-27,943.4
USD,KRW,2006-09-28,944.4
USD,KRW,2006-09-29,945.2
USD,KRW,2006-10-02,944.8
USD,KRW,2006-10-04,947.4
USD,KRW,2006-10-09,948.2
USD,KRW,2006-10-10,958.8
USD,KRW,2006-10-11,960
USD,KRW,2006-10-12,961.2
USD,KRW,2006-10-13,959.2
USD,KRW,2006-10-16,954.5
USD,KRW,2006-10-17,955.8
USD,KRW,2006-10-18,954.5
USD,KRW,2006-10-19,954.2
USD,KRW,2006-10-20,956.9
USD,KRW,2006-10-23,957.6
USD,KRW,2006-10-24,958.7
USD,KRW,2006-10-25,959.5
USD,KRW,2006-10-26,956
USD,KRW,2006-10-27,951.6
USD,KRW,2006-10-30,947.2
USD,KRW,2006-10-31,944.2
USD,KRW,2006-11-01,944.3
USD,KRW,2006-11-02,939
USD,KRW,2006-11-03,938.9
USD,KRW,2006-11-06,937.9
USD,KRW,2006-11-07,941.2
USD,KRW,2006-11-08,940.7
USD,KRW,2006-11-09,935.8
USD,KRW,2006-11-10,936.7
USD,KRW,2006-11-13,935.4
USD,KRW,2006-11-14,933.2
USD,KRW,2006-11-15,937.5
USD,KRW,2006-11-16,939.7
USD,KRW,2006-11-17,939.8
USD,KRW,2006-11-20,938.7
USD,KRW,2006-11-21,934.9
USD,KRW,2006-11-22,936.2
USD,KRW,2006-11-23,934
USD,KRW,2006-11-24,930.2
USD,KRW,2006-11-27,932
USD,KRW,2006-11-28,929.8
USD,KRW,2006-11-29,931.1
USD,KRW,2006-11-30,929.9
USD,KRW,2006-12-01,930.6
USD,KRW,2006-12-04,928.2
USD,KRW,2006-12-05,927.5
USD,KRW,2006-12-06,926.6
USD,KRW,2006-12-07,920
USD,KRW,2006-12-08,918
USD,KRW,2006-12-11,920.5
USD,KRW,2006-12-12,926
USD,KRW,2006-12-13,924
USD,KRW,2006-12-14,922.6
USD,KRW,2006-12-15,922.5
USD,KRW,2006-12-18,921.8
USD,KRW,2006-12-19,924
USD,KRW,2006-12-20,929.6
USD,KRW,2006-12-21,927.4
USD,KRW,2006-12-22,927.1
USD,KRW,2006-12-26,928.1
USD,KRW,2006-12-27,930.3
USD,KRW,2006-12-28,930.6
USD,KRW,2006-12-29,929.6
USD,KRW,2007-01-02,929.6
USD,KRW,2007-01-03,926
USD,KRW,2007-01-04,926.1
USD,KRW,2007-01-05,931.2
USD,KRW,2007-01-08,932.6
USD,KRW,2007-01-09,937.3
USD,KRW,2007-01-10,937
USD,KRW,2007-01-11,939.8
USD,KRW,2007-01-12,938.9
USD,KRW,2007-01-15,940.5
USD,KRW,2007-01-16,938.1
USD,KRW,2007-01-17,936.5
USD,KRW,2007-01-18,937.1
USD,KRW,2007-01-19,936.7
USD,KRW,2007-01-22,937.6
USD,KRW,2007-01-23,938.7
USD,KRW,2007-01-24,941.1
USD,KRW,2007-01-25,937.5
USD,KRW,2007-01-26,936.3
USD,KRW,2007-01-29,940
USD,KRW,2007-01-30,940.4
USD,KRW,2007-01-31,940.9
USD,KRW,2007-02-01,942
USD,KRW,2007-02-02,938.1
USD,KRW,2007-02-05,938.1
USD,KRW,2007-02-06,936.6
USD,KRW,2007-02-07,933
USD,KRW,2007-02-08,932.2
USD,KRW,2007-02-09,935
USD,KRW,2007-02-12,934.5
USD,KRW,2007-02-13,936.6
USD,KRW,2007-02-14,937.8
USD,KRW,2007-02-15,938.1
USD,KRW,2007-02-16,934.7
USD,KRW,2007-02-20,935.9
USD,KRW,2007-02-21,938.3
USD,KRW,2007-02-22,938.8
USD,KRW,2007-02-23,939.5
USD,KRW,2007-02-26,938.6
USD,KRW,2007-02-27,937.3
USD,KRW,2007-02-28,938.3
USD,KRW,2007-03-02,940.9
USD,KRW,2007-03-05,942.2
USD,KRW,2007-03-06,950
USD,KRW,2007-03-07,948
USD,KRW,2007-03-08,947
USD,KRW,2007-03-09,948.2
USD,KRW,2007-03-12,946.6
USD,KRW,2007-03-13,944.2
USD,KRW,2007-03-14,944.8
USD,KRW,2007-03-15,947.2
USD,KRW,2007-03-16,944.6
USD,KRW,2007-03-19,945
USD,KRW,2007-03-20,943.3
USD,KRW,2007-03-21,942.6
USD,KRW,2007-03-22,937.8
USD,KRW,2007-03-23,937.1
USD,KRW,2007-03-26,938.5
USD,KRW,2007-03-27,938.6
USD,KRW,2007-03-28,940.6
USD,KRW,2007-03-29,940.9
USD,KRW,2007-03-30,940.3
USD,KRW,2007-04-02,940.8
USD,KRW,2007-04-03,938.8
USD,KRW,2007-04-04,936.8
USD,KRW,2007-04-05,936
USD,KRW,2007-04-06,934.8
USD,KRW,2007-04-09,931.2
USD,KRW,2007-04-10,933.1
USD,KRW,2007-04-11,932.6
USD,KRW,2007-04-12,933.8
USD,KRW,2007-04-13,931.6
USD,KRW,2007-04-16,930.1
USD,KRW,2007-04-17,929.3
USD,KRW,2007-04-18,930.1
USD,KRW,2007-04-19,928.7
USD,KRW,2007-04-20,927.5
USD,KRW,2007-04-23,928.1
USD,KRW,2007-04-24,926.6
USD,KRW,2007-04-25,926.8
USD,KRW,2007-04-26,926.8
USD,KRW,2007-04-27,928.5
USD,KRW,2007-04-30,929.4
USD,KRW,2007-05-02,930.9
USD,KRW,2007-05-03,930.7
USD,KRW,2007-05-04,929.2
USD,KRW,2007-05-07,927.7
USD,KRW,2007-05-08,924.1
USD,KRW,2007-05-09,923.1
USD,KRW,2007-05-10,924.5
USD,KRW,2007-05-11,924.8
USD,KRW,2007-05-14,926.7
USD,KRW,2007-05-15,924.9
USD,KRW,2007-05-16,924.4
USD,KRW,2007-05-17,924
USD,KRW,2007-05-18,925.9
USD,KRW,2007-05-21,932.6
USD,KRW,2007-05-22,931.3
USD,KRW,2007-05-23,929.9
USD,KRW,2007-05-25,931.5
USD,KRW,2007-05-28,931.5
USD,KRW,2007-05-29,930
USD,KRW,2007-05-30,928.5
USD,KRW,2007-05-31,929.9
USD,KRW,2007-06-01,927.9
USD,KRW,2007-06-04,927.4
USD,KRW,2007-06-05,928.2
USD,KRW,2007-06-07,927.3
USD,KRW,2007-06-08,928.3
USD,KRW,2007-06-11,929.6
USD,KRW,2007-06-12,931.7
USD,KRW,2007-06-13,930.5
USD,KRW,2007-06-14,931.4
USD,KRW,2007-06-15,929.8
USD,KRW,2007-06-18,929.8
USD,KRW,2007-06-19,928
USD,KRW,2007-06-20,927.6
USD,KRW,2007-06-21,926.5
USD,KRW,2007-06-22,927.3
USD,KRW,2007-06-25,927.7
USD,KRW,2007-06-26,926.6
USD,KRW,2007-06-27,926.4
USD,KRW,2007-06-28,927.6
USD,KRW,2007-06-29,926.8
USD,KRW,2007-07-02,925.7
USD,KRW,2007-07-03,922.7
USD,KRW,2007-07-04,918.2
USD,KRW,2007-07-05,919.9
USD,KRW,2007-07-06,921.1
USD,KRW,2007-07-09,921.2
USD,KRW,2007-07-10,920.4
USD,KRW,2007-07-11,920.1
USD,KRW,2007-07-12,920.1
USD,KRW,2007-07-13,918
USD,KRW,2007-07-16,916.3
USD,KRW,2007-07-18,917.4
USD,KRW,2007-07-19,917.2
USD,KRW,2007-07-20,916
USD,KRW,2007-07-23,915.7
USD,KRW,2007-07-24,915.5
USD,KRW,2007-07-25,914.4
USD,KRW,2007-07-26,913.8
USD,KRW,2007-07-27,917.5
USD,KRW,2007-07-30,921.5
USD,KRW,2007-07-31,923.2
USD,KRW,2007-08-01,920.3
USD,KRW,2007-08-02,922.5
USD,KRW,2007-08-03,923.9
USD,KRW,2007-08-06,923
USD,KRW,2007-08-07,924.4
USD,KRW,2007-08-08,922.6
USD,KRW,2007-08-09,923.8
USD,KRW,2007-08-10,922.4
USD,KRW,2007-08-13,929.7
USD,KRW,2007-08-14,929.1
USD,KRW,2007-08-16,931.5
USD,KRW,2007-08-17,942.9
USD,KRW,2007-08-20,949.7
USD,KRW,2007-08-21,944.6
USD,KRW,2007-08-22,944.6
USD,KRW,2007-08-23,945
USD,KRW,2007-08-24,940.1
USD,KRW,2007-08-27,942
USD,KRW,2007-08-28,938.1
USD,KRW,2007-08-29,940.3
USD,KRW,2007-08-30,943.2
USD,KRW,2007-08-31,939.9
USD,KRW,2007-09-03,939
USD,KRW,2007-09-04,938.1
USD,KRW,2007-09-05,937.6
USD,KRW,2007-09-06,937.6
USD,KRW,2007-09-07,939.3
USD,KRW,2007-09-10,937.8
USD,KRW,2007-09-11,940.1
USD,KRW,2007-09-12,937.4
USD,KRW,2007-09-13,933.4
USD,KRW,2007-09-14,930.4
USD,KRW,2007-09-17,930.4
USD,KRW,2007-09-18,928.4
USD,KRW,2007-09-19,929.8
USD,KRW,2007-09-20,926.2
USD,KRW,2007-09-21,923.7
USD,KRW,2007-09-27,921
USD,KRW,2007-09-28,920.7
USD,KRW,2007-10-01,917.3
USD,KRW,2007-10-02,914.3
USD,KRW,2007-10-04,913.7
USD,KRW,2007-10-05,916.6
USD,KRW,2007-10-08,916
USD,KRW,2007-10-09,915.3
USD,KRW,2007-10-10,917.3
USD,KRW,2007-10-11,916.3
USD,KRW,2007-10-12,918.9
USD,KRW,2007-10-15,915.9
USD,KRW,2007-10-16,917.3
USD,KRW,2007-10-17,918.2
USD,KRW,2007-10-18,918.5
USD,KRW,2007-10-19,917.8
USD,KRW,2007-10-22,915.4
USD,KRW,2007-10-23,917.6
USD,KRW,2007-10-24,917.7
USD,KRW,2007-10-25,917.4
USD,KRW,2007-10-26,917.6
USD,KRW,2007-10-29,913.5
USD,KRW,2007-10-30,908.9
USD,KRW,2007-10-31,907.4
USD,KRW,2007-11-01,902.3
USD,KRW,2007-11-02,902.2
USD,KRW,2007-11-05,907.1
USD,KRW,2007-11-06,906.1
USD,KRW,2007-11-07,908.1
USD,KRW,2007-11-08,904.4
USD,KRW,2007-11-09,907.8
USD,KRW,2007-11-12,906.1
USD,KRW,2007-11-13,910.3
USD,KRW,2007-11-14,916
USD,KRW,2007-11-15,913.4
USD,KRW,2007-11-16,915.8
USD,KRW,2007-11-19,919.3
USD,KRW,2007-11-20,917.4
USD,KRW,2007-11-21,923.8
USD,KRW,2007-11-22,925.8
USD,KRW,2007-11-23,934.1
USD,KRW,2007-11-26,933.9
USD,KRW,2007-11-27,928.2
USD,KRW,2007-11-28,931.9
USD,KRW,2007-11-29,929.9
USD,KRW,2007-11-30,929.6
USD,KRW,2007-12-03,925.6
USD,KRW,2007-12-04,923.9
USD,KRW,2007-12-05,923.6
USD,KRW,2007-12-06,923.1
USD,KRW,2007-12-07,922.9
USD,KRW,2007-12-10,919.9
USD,KRW,2007-12-11,921.4
USD,KRW,2007-12-12,923.8
USD,KRW,2007-12-13,926.6
USD,KRW,2007-12-14,924.5
USD,KRW,2007-12-17,927.7
USD,KRW,2007-12-18,932.5
USD,KRW,2007-12-20,939.7
USD,KRW,2007-12-21,941.2
USD,KRW,2007-12-24,943.8
USD,KRW,2007-12-26,938.3
USD,KRW,2007-12-27,938.9
USD,KRW,2007-12-28,938.9
USD,KRW,2007-12-31,938.2
USD,KRW,2008-01-02,938.2
USD,KRW,2008-01-03,934.5
USD,KRW,2008-01-04,938.9
USD,KRW,2008-01-07,937.3
USD,KRW,2008-01-08,941.7
USD,KRW,2008-01-09,939.2
USD,KRW,2008-01-10,939.8
USD,KRW,2008-01-11,935.6
USD,KRW,2008-01-14,936.2
USD,KRW,2008-01-15,937.1
USD,KRW,2008-01-16,935.1
USD,KRW,2008-01-17,938.6
USD,KRW,2008-01-18,945
USD,KRW,2008-01-21,947.7
USD,KRW,2008-01-22,946.9
USD,KRW,2008-01-23,954.3
USD,KRW,2008-01-24,951
USD,KRW,2008-01-25,949.6
USD,KRW,2008-01-28,946.6
USD,KRW,2008-01-29,948.6
USD,KRW,2008-01-30,946.7
USD,KRW,2008-01-31,943.9
USD,KRW,2008-02-01,945.5
USD,KRW,2008-02-04,943.4
USD,KRW,2008-02-05,942
USD,KRW,2008-02-11,942.1
USD,KRW,2008-02-12,945.5
USD,KRW,2008-02-13,945.4
USD,KRW,2008-02-14,944.6
USD,KRW,2008-02-15,944.6
USD,KRW,2008-02-18,946.2
USD,KRW,2008-02-19,945.2
USD,KRW,2008-02-20,944.3
USD,KRW,2008-02-21,944.6
USD,KRW,2008-02-22,947
USD,KRW,2008-02-25,949
USD,KRW,2008-02-26,947.4
USD,KRW,2008-02-27,946.8
USD,KRW,2008-02-28,943.6
USD,KRW,2008-02-29,937.3
USD,KRW,2008-03-03,937.8
USD,KRW,2008-03-04,945.3
USD,KRW,2008-03-05,946.9
USD,KRW,2008-03-06,947.2
USD,KRW,2008-03-07,949.3
USD,KRW,2008-03-10,957.3
USD,KRW,2008-03-11,959.3
USD,KRW,2008-03-12,973.8
USD,KRW,2008-03-13,967
USD,KRW,2008-03-14,980.5
USD,KRW,2008-03-17,988.3
USD,KRW,2008-03-18,"1,021.70"
USD,KRW,2008-03-19,"1,019.80"
USD,KRW,2008-03-20,"1,009.20"
USD,KRW,2008-03-21,"1,013.90"
USD,KRW,2008-03-24,"1,004.90"
USD,KRW,2008-03-25,"1,000.20"
USD,KRW,2008-03-26,985.3
USD,KRW,2008-03-27,984.6
USD,KRW,2008-03-28,993
USD,KRW,2008-03-31,991.7
USD,KRW,2008-04-01,991.6
USD,KRW,2008-04-02,985.8
USD,KRW,2008-04-03,977.8
USD,KRW,2008-04-04,974.8
USD,KRW,2008-04-07,976
USD,KRW,2008-04-08,974.6
USD,KRW,2008-04-10,975.5
USD,KRW,2008-04-11,976.7
USD,KRW,2008-04-14,974.7
USD,KRW,2008-04-15,978.3
USD,KRW,2008-04-16,984
USD,KRW,2008-04-17,992.4
USD,KRW,2008-04-18,988.8
USD,KRW,2008-04-21,"1,000.30"
USD,KRW,2008-04-22,993.6
USD,KRW,2008-04-23,994.6
USD,KRW,2008-04-24,996.8
USD,KRW,2008-04-25,993
USD,KRW,2008-04-28,994.3
USD,KRW,2008-04-29,996.5
USD,KRW,2008-04-30,999.7
USD,KRW,2008-05-02,"1,002.60"
USD,KRW,2008-05-06,"1,006.90"
USD,KRW,2008-05-07,"1,012.90"
USD,KRW,2008-05-08,"1,021.00"
USD,KRW,2008-05-09,"1,043.20"
USD,KRW,2008-05-13,"1,047.40"
USD,KRW,2008-05-14,"1,043.80"
USD,KRW,2008-05-15,"1,047.50"
USD,KRW,2008-05-16,"1,049.40"
USD,KRW,2008-05-19,"1,042.20"
USD,KRW,2008-05-20,"1,039.90"
USD,KRW,2008-05-21,"1,043.20"
USD,KRW,2008-05-22,"1,047.60"
USD,KRW,2008-05-23,"1,043.10"
USD,KRW,2008-05-26,"1,044.40"
USD,KRW,2008-05-27,"1,048.70"
USD,KRW,2008-05-28,"1,045.00"
USD,KRW,2008-05-29,"1,037.70"
USD,KRW,2008-05-30,"1,031.40"
USD,KRW,2008-06-02,"1,026.70"
USD,KRW,2008-06-03,"1,026.90"
USD,KRW,2008-06-04,"1,016.60"
USD,KRW,2008-06-05,"1,015.20"
USD,KRW,2008-06-09,"1,022.50"
USD,KRW,2008-06-10,"1,028.80"
USD,KRW,2008-06-11,"1,028.80"
USD,KRW,2008-06-12,"1,027.30"
USD,KRW,2008-06-13,"1,029.90"
USD,KRW,2008-06-16,"1,034.60"
USD,KRW,2008-06-17,"1,040.80"
USD,KRW,2008-06-18,"1,030.20"
USD,KRW,2008-06-19,"1,022.60"
USD,KRW,2008-06-20,"1,026.40"
USD,KRW,2008-06-23,"1,026.70"
USD,KRW,2008-06-24,"1,033.40"
USD,KRW,2008-06-25,"1,034.50"
USD,KRW,2008-06-26,"1,035.00"
USD,KRW,2008-06-27,"1,035.00"
USD,KRW,2008-06-30,"1,043.40"
USD,KRW,2008-07-01,"1,043.90"
USD,KRW,2008-07-02,"1,045.70"
USD,KRW,2008-07-03,"1,047.10"
USD,KRW,2008-07-04,"1,037.60"
USD,KRW,2008-07-07,"1,047.60"
USD,KRW,2008-07-08,"1,041.00"
USD,KRW,2008-07-09,"1,031.70"
USD,KRW,2008-07-10,"1,014.70"
USD,KRW,2008-07-11,"1,000.20"
USD,KRW,2008-07-14,"1,002.00"
USD,KRW,2008-07-15,"1,003.70"
USD,KRW,2008-07-16,"1,006.30"
USD,KRW,2008-07-17,"1,007.60"
USD,KRW,2008-07-18,"1,009.90"
USD,KRW,2008-07-21,"1,012.60"
USD,KRW,2008-07-22,"1,015.80"
USD,KRW,2008-07-23,"1,017.50"
USD,KRW,2008-07-24,"1,013.40"
USD,KRW,2008-07-25,"1,008.90"
USD,KRW,2008-07-28,"1,007.80"
USD,KRW,2008-07-29,"1,006.20"
USD,KRW,2008-07-30,"1,010.00"
USD,KRW,2008-07-31,"1,008.50"
USD,KRW,2008-08-01,"1,011.50"
USD,KRW,2008-08-04,"1,013.80"
USD,KRW,2008-08-05,"1,016.90"
USD,KRW,2008-08-06,"1,017.30"
USD,KRW,2008-08-07,"1,016.50"
USD,KRW,2008-08-08,"1,015.60"
USD,KRW,2008-08-11,"1,023.30"
USD,KRW,2008-08-12,"1,033.60"
USD,KRW,2008-08-13,"1,033.40"
USD,KRW,2008-08-14,"1,037.80"
USD,KRW,2008-08-18,"1,038.50"
USD,KRW,2008-08-19,"1,043.80"
USD,KRW,2008-08-20,"1,047.50"
USD,KRW,2008-08-21,"1,049.10"
USD,KRW,2008-08-22,"1,051.50"
USD,KRW,2008-08-25,"1,054.50"
USD,KRW,2008-08-26,"1,073.20"
USD,KRW,2008-08-27,"1,086.10"
USD,KRW,2008-08-28,"1,085.10"
USD,KRW,2008-08-29,"1,081.80"
USD,KRW,2008-09-01,"1,087.00"
USD,KRW,2008-09-02,"1,108.10"
USD,KRW,2008-09-03,"1,117.70"
USD,KRW,2008-09-04,"1,151.60"
USD,KRW,2008-09-05,"1,135.70"
USD,KRW,2008-09-08,"1,126.50"
USD,KRW,2008-09-09,"1,092.60"
USD,KRW,2008-09-10,"1,101.00"
USD,KRW,2008-09-11,"1,089.70"
USD,KRW,2008-09-12,"1,106.00"
USD,KRW,2008-09-16,"1,108.70"
USD,KRW,2008-09-17,"1,150.70"
USD,KRW,2008-09-18,"1,134.20"
USD,KRW,2008-09-19,"1,146.70"
USD,KRW,2008-09-22,"1,135.50"
USD,KRW,2008-09-23,"1,135.60"
USD,KRW,2008-09-24,"1,150.60"
USD,KRW,2008-09-25,"1,153.90"
USD,KRW,2008-09-26,"1,161.40"
USD,KRW,2008-09-29,"1,157.50"
USD,KRW,2008-09-30,"1,187.70"
USD,KRW,2008-10-01,"1,214.80"
USD,KRW,2008-10-02,"1,191.20"
USD,KRW,2008-10-06,"1,210.30"
USD,KRW,2008-10-07,"1,261.90"
USD,KRW,2008-10-08,"1,334.70"
USD,KRW,2008-10-09,"1,372.70"
USD,KRW,2008-10-10,"1,420.30"
USD,KRW,2008-10-13,"1,372.80"
USD,KRW,2008-10-14,"1,252.20"
USD,KRW,2008-10-15,"1,205.00"
USD,KRW,2008-10-16,"1,236.30"
USD,KRW,2008-10-17,"1,327.80"
USD,KRW,2008-10-20,"1,337.20"
USD,KRW,2008-10-21,"1,305.20"
USD,KRW,2008-10-22,"1,323.90"
USD,KRW,2008-10-23,"1,365.40"
USD,KRW,2008-10-24,"1,414.30"
USD,KRW,2008-10-27,"1,429.60"
USD,KRW,2008-10-28,"1,432.10"
USD,KRW,2008-10-29,"1,478.50"
USD,KRW,2008-10-30,"1,414.70"
USD,KRW,2008-10-31,"1,291.40"
USD,KRW,2008-11-03,"1,277.10"
USD,KRW,2008-11-04,"1,283.60"
USD,KRW,2008-11-05,"1,281.50"
USD,KRW,2008-11-06,"1,265.90"
USD,KRW,2008-11-07,"1,320.20"
USD,KRW,2008-11-10,"1,339.50"
USD,KRW,2008-11-11,"1,324.50"
USD,KRW,2008-11-12,"1,337.00"
USD,KRW,2008-11-13,"1,346.30"
USD,KRW,2008-11-14,"1,393.90"
USD,KRW,2008-11-17,"1,390.50"
USD,KRW,2008-11-18,"1,409.70"
USD,KRW,2008-11-19,"1,425.20"
USD,KRW,2008-11-20,"1,449.00"
USD,KRW,2008-11-21,"1,488.40"
USD,KRW,2008-11-24,"1,509.00"
USD,KRW,2008-11-25,"1,498.30"
USD,KRW,2008-11-26,"1,489.60"
USD,KRW,2008-11-27,"1,489.90"
USD,KRW,2008-11-28,"1,482.70"
USD,KRW,2008-12-01,"1,463.30"
USD,KRW,2008-12-02,"1,461.20"
USD,KRW,2008-12-03,"1,459.40"
USD,KRW,2008-12-04,"1,463.60"
USD,KRW,2008-12-05,"1,473.20"
USD,KRW,2008-12-08,"1,481.50"
USD,KRW,2008-12-09,"1,456.80"
USD,KRW,2008-12-10,"1,445.00"
USD,KRW,2008-12-11,"1,418.70"
USD,KRW,2008-12-12,"1,350.20"
USD,KRW,2008-12-15,"1,359.40"
USD,KRW,2008-12-16,"1,350.80"
USD,KRW,2008-12-17,"1,357.30"
USD,KRW,2008-12-18,"1,323.10"
USD,KRW,2008-12-19,"1,296.50"
USD,KRW,2008-12-22,"1,289.90"
USD,KRW,2008-12-23,"1,296.70"
USD,KRW,2008-12-24,"1,333.70"
USD,KRW,2008-12-26,"1,319.00"
USD,KRW,2008-12-29,"1,285.90"
USD,KRW,2008-12-30,"1,281.80"
USD,KRW,2008-12-31,"1,257.50"
USD,KRW,2009-01-02,"1,257.50"
USD,KRW,2009-01-05,"1,320.20"
USD,KRW,2009-01-06,"1,307.30"
USD,KRW,2009-01-07,"1,312.20"
USD,KRW,2009-01-08,"1,292.10"
USD,KRW,2009-01-09,"1,321.00"
USD,KRW,2009-01-12,"1,329.30"
USD,KRW,2009-01-13,"1,360.30"
USD,KRW,2009-01-14,"1,362.40"
USD,KRW,2009-01-15,"1,344.60"
USD,KRW,2009-01-16,"1,372.60"
USD,KRW,2009-01-19,"1,372.00"
USD,KRW,2009-01-20,"1,359.90"
USD,KRW,2009-01-21,"1,375.60"
USD,KRW,2009-01-22,"1,374.50"
USD,KRW,2009-01-23,"1,371.80"
USD,KRW,2009-01-28,"1,391.00"
USD,KRW,2009-01-29,"1,383.10"
USD,KRW,2009-01-30,"1,368.50"
USD,KRW,2009-02-02,"1,382.50"
USD,KRW,2009-02-03,"1,392.10"
USD,KRW,2009-02-04,"1,390.50"
USD,KRW,2009-02-05,"1,376.20"
USD,KRW,2009-02-06,"1,382.70"
USD,KRW,2009-02-09,"1,379.10"
USD,KRW,2009-02-10,"1,376.20"
USD,KRW,2009-02-11,"1,387.00"
USD,KRW,2009-02-12,"1,397.70"
USD,KRW,2009-02-13,"1,394.80"
USD,KRW,2009-02-16,"1,402.20"
USD,KRW,2009-02-17,"1,411.40"
USD,KRW,2009-02-18,"1,444.60"
USD,KRW,2009-02-19,"1,465.70"
USD,KRW,2009-02-20,"1,474.00"
USD,KRW,2009-02-23,"1,500.50"
USD,KRW,2009-02-24,"1,496.60"
USD,KRW,2009-02-25,"1,510.80"
USD,KRW,2009-02-26,"1,508.20"
